source,target,weight
RIGL,RIAL,3
RIGL,RIR,1
RIGL,RMGL,1
RIGL,URYVL,1
RIGR,AIBL,1
RIGR,AIZR,1
RIGR,AVEL,1
RIGR,AVKL,1
RIGR,AVKR,1
RIGR,BAGL,2
RIGR,OLQVR,1
RIGR,PVT,1
RIGR,RIBR,2
RIGR,RIR,1
RIGR,RMGR,1
RIGR,URYVR,1
RIH,AIZL,1
RIH,AIZR,2
RIH,CEPshVL,2
RIH,GLRL,2
RIH,IL2L,3
RIH,OLQDL,1
RIH,OLQDR,2
RIH,OLQVL,2
RIH,OLQVR,2
RIH,RIAL,2
RIH,RIAR,2
RIH,RIBL,2
RIH,RIPL,3
RIH,RIPR,2
RIH,RMEL,1
RIML,AIBL,1
RIML,AIBR,2
RIML,AVAR,1
RIML,AVBL,1
RIML,AVBR,2
RIML,BWM-DR04,1
RIML,BWM-VR04,1
RIML,RIBL,1
RIML,RMDR,2
RIML,SAADL,1
RIML,SMDDL,3
RIML,SMDDR,1
RIML,SMDVR,1
RIMR,AVBL,1
RIMR,BWM-DL04,1
RIMR,CEPVL,1
RIMR,RIBL,1
RIMR,RIS,1
RIMR,RMDL,5
RIMR,RMDR,1
RIMR,SAADR,1
RIMR,SAAVR,1
RIMR,SMDDL,2
RIMR,SMDDR,2
RIMR,SMDVL,1
RIMR,SMDVR,4
RIR,AIZR,1
RIR,DVA,1
RIR,PVPR,1
RIR,RIAL,2
RIR,RIAR,2
RIR,URXL,2
RIR,URXR,1
RIS,AVEL,2
RIS,AVER,3
RIS,CEPDL,1
RIS,CEPVL,1
RIS,CEPVR,1
RIS,RIBL,2
RIS,RIBR,3
RIS,SMDDL,2
RIVL,GLRVR,1
RIVL,RIH,1
RIVL,RMDDR,1
RIVL,RMDL,1
RIVL,RMDVL,1
RIVL,SAADR,2
RIVR,GLRVL,3
RIVR,GLRVR,1
RIVR,RIAL,1
RIVR,SAADL,1
RIVR,SMDDL,1
RMDDL,BWM-DR01,1
RMDDL,BWM-DR02,3
RMDDL,BWM-DR03,1
RMDDL,RMDVR,4
RMDDR,BWM-DL01,1
RMDDR,BWM-DL02,2
RMDDR,BWM-DL03,1
RMDDR,RMDVL,4
RMDL,BWM-VR02,1
RMDL,IL1R,2
RMDL,IL2R,1
RMDL,RIAL,2
RMDL,RIAR,2
RMDL,RMDDL,1
RMDL,RMDDR,1
RMDL,RMDR,2
RMDL,RMDVL,1
RMDL,RMDVR,1
RMDR,BWM-DL02,2
RMDR,BWM-DL04,1
RMDR,BWM-VL02,1
RMDR,IL1L,2
RMDR,IL2L,1
RMDR,OLLL,1
RMDR,RIAL,2
RMDR,RIAR,1
RMDR,RMDL,2
RMDR,RMDVL,2
RMDVL,BWM-VR01,1
RMDVL,BWM-VR02,2
RMDVL,BWM-VR04,2
RMDVL,RMDDR,4
RMDVR,BWM-VL01,1
RMDVR,BWM-VL02,3
RMDVR,BWM-VL03,1
RMDVR,BWM-VL04,1
RMDVR,RMDDL,3
RMED,BWM-VL01,4
RMED,BWM-VR01,3
RMED,BWM-VR03,2
RMED,RMDVL,6
RMED,RMDVR,2
RMED,SMDDL,1
RMED,SMDDR,1
RMEL,BWM-DR02,2
RMEL,BWM-VR02,3
RMEL,URAVR,1
RMER,BWM-DL02,2
RMER,BWM-VL02,3
RMEV,BWM-DL01,4
RMEV,BWM-DR01,1
RMEV,RMDDL,4
RMEV,RMDDR,1
RMEV,RMED,1
RMEV,SMDVR,1
RMGL,RIAL,1
RMGL,RMDR,3
RMGL,RMDVL,2
RMGR,IL1R,1
RMGR,RMDDR,1
RMGR,RMDL,2
RMGR,RMDVR,2
SAADL,AVAL,2
SAADL,RIML,2
SAADL,RIMR,2
SAADR,AVAR,3
SAADR,OLLL,1
SAADR,RIML,3
SAADR,RIMR,2
SAAVL,AVAL,1
SAAVL,RIML,1
SAAVL,RIMR,2
SAAVR,AVAR,3
SAAVR,RIML,2
SAAVR,SMDDL,1
SMBDL,BWM-DR01,1
SMBDL,BWM-DR03,2
SMBDL,BWM-DR05,1
SMBDL,RMDDL,1
SMBDL,RMED,2
SMBDL,SAAVR,2
SMBDR,BWM-DL01,2
SMBDR,BWM-DL02,1
SMBDR,BWM-DL03,1
SMBDR,BWM-DL04,1
SMBDR,RMED,2
SMBDR,SAAVL,1
SMBVL,BWM-VL01,1
SMBVL,BWM-VL02,2
SMBVL,BWM-VL03,1
SMBVL,BWM-VL04,2
SMBVL,GLRL,2
SMBVL,RMDVR,2
SMBVL,RMEV,1
SMBVL,SAADL,4
SMBVR,BWM-VR01,2
SMBVR,BWM-VR03,2
SMBVR,BWM-VR04,2
SMBVR,RMEV,2
SMBVR,SAADR,2
SMDDL,BWM-DL01,1
SMDDL,BWM-DR01,1
SMDDL,BWM-DR03,1
SMDDL,RIAL,3
SMDDL,RIAR,2
SMDDL,RMDR,1
SMDDL,SMDVR,2
SMDDR,BWM-DL01,1
SMDDR,BWM-DL03,1
SMDDR,BWM-DR03,1
SMDDR,CEPDL,2
SMDDR,RIAL,2
SMDDR,RIAR,3
SMDDR,SMDVL,1
SMDVL,BWM-VR01,1
SMDVL,BWM-VR03,1
SMDVL,RIAL,2
SMDVL,RIAR,2
SMDVL,SMDDR,1
SMDVR,BWM-VL01,1
SMDVR,BWM-VL03,1
SMDVR,CEPVL,1
SMDVR,RIAL,3
SMDVR,RIAR,2
SMDVR,SMDDL,1
URADL,BWM-DL01,1
URADL,BWM-DL02,2
URADL,IL1DL,2
URADL,RIPL,3
URADL,RMED,1
URADL,RMEL,2
URADR,BWM-DR01,2
URADR,BWM-DR02,1
URADR,RIPR,1
URADR,RMER,2
URAVL,BWM-VL01,2
URAVL,BWM-VL02,1
URAVL,RIPL,2
URAVL,RMEL,2
URAVL,RMEV,1
URAVR,BWM-VR01,1
URAVR,BWM-VR02,2
URAVR,RIPR,1
URAVR,RMED,1
URAVR,RMER,2
URAVR,RMEV,2
URBL,BWM-DL02,1
URBL,BWM-DL04,1
URBL,BWM-VL02,1
URBL,CEPDL,1
URBL,IL1L,1
URBL,IL2L,1
URBL,OLLL,1
URBL,URXL,2
URBR,BWM-DR02,1
URBR,CEPDR,1
URBR,IL1R,1
URBR,IL2R,2
URBR,URXR,2
URXL,ADAL,1
URXL,AUAL,2
URXL,DVA,1
URXL,OLQVL,1
URXL,RIAL,3
URXL,RICL,1
URXL,RIGL,1
URXL,RIR,1
URXR,ADAR,1
URXR,AUAR,3
URXR,RIAR,2
URXR,RICR,1
URXR,RIGR,1
URYDL,AVER,3
URYDL,RIBL,2
URYDL,RMDVL,1
URYDL,SMDDR,3
URYDR,AVEL,4
URYDR,RIBR,2
URYDR,SMDDL,3
URYVL,AVER,4
URYVL,RIBL,1
URYVL,RMDDL,3
URYVL,RMDVR,1
URYVL,SMDVR,2
URYVR,AVEL,2
URYVR,RIBR,1
URYVR,RMDDR,2
URYVR,RMDVL,1
URYVR,SMDVL,1
